user_id,session_id,event_time,event_type,product_id,sales_amount,device_type,channel,user_signup_date,session_duration,product_category,discount_applied,acquisition_cost,traffic_source,payment_method,user_segment,test_group,gender,age,city,membership_type,product_rating,product_review,in_stock
user_3,session_44863,16/12/23 01:14,purchase,prod_100,918.27,Mobile,Email,29/03/23,209,Beauty,FALSE,32.58,Social,UPI,high_value,control,Male,24,Hyderabad,Silver,1.6,,TRUE
user_4,session_74164,17/02/24 00:00,login,,,Tablet,Organic,12/10/23,219,,,36.85,Social,,high_value,test,Other,50,Chennai,Platinum,,,
user_4,session_74164,17/02/24 00:58,home,prod_69,,Tablet,Organic,12/10/23,219,Beauty,TRUE,36.85,Social,Credit Card,high_value,test,Other,50,Chennai,Platinum,,,FALSE
user_4,session_74164,17/02/24 01:40,view_product,prod_80,,Tablet,Organic,12/10/23,219,Clothing,TRUE,36.85,Social,Net Banking,high_value,test,Other,50,Chennai,Platinum,,,TRUE
user_4,session_74164,17/02/24 02:13,add_to_cart,prod_42,,Tablet,Organic,12/10/23,219,Beauty,FALSE,36.85,Social,UPI,high_value,test,Other,50,Chennai,Platinum,,,FALSE
user_4,session_74164,17/02/24 02:31,feature_used,feature_4,,Tablet,Organic,12/10/23,219,,FALSE,36.85,Social,UPI,high_value,test,Other,50,Chennai,Platinum,,,FALSE
user_4,session_74164,17/02/24 03:23,feature_reused,feature_4,,Tablet,Organic,12/10/23,219,,FALSE,36.85,Social,UPI,high_value,test,Other,50,Chennai,Platinum,,,FALSE
user_5,session_34218,26/04/24 00:00,login,,,Mobile,Referral,03/06/23,1058,,,36.86,Referral,,returning,test,Female,56,Hyderabad,Gold,,,
user_5,session_34218,26/04/24 00:23,home,prod_34,,Mobile,Referral,03/06/23,1058,Beauty,FALSE,36.86,Referral,Net Banking,returning,test,Female,56,Hyderabad,Gold,,,FALSE
user_5,session_34218,26/04/24 00:41,view_product,prod_12,,Mobile,Referral,03/06/23,1058,Clothing,FALSE,36.86,Referral,,returning,test,Female,56,Hyderabad,Gold,,,FALSE
user_5,session_34218,26/04/24 01:38,checkout,prod_75,,Mobile,Referral,03/06/23,1058,Electronics,TRUE,36.86,Referral,UPI,returning,test,Female,56,Hyderabad,Gold,,,FALSE
user_6,session_79039,30/05/24 00:00,login,,,Desktop,Referral,15/10/23,1355,,,23.42,Organic,,returning,test,Other,27,Hyderabad,Silver,,,
user_6,session_79039,30/05/24 00:24,home,prod_64,,Desktop,Referral,15/10/23,1355,Books,TRUE,23.42,Organic,,returning,test,Other,27,Hyderabad,Silver,,,TRUE
user_6,session_79039,30/05/24 01:19,view_product,prod_49,,Desktop,Referral,15/10/23,1355,Books,FALSE,23.42,Organic,Net Banking,returning,test,Other,27,Hyderabad,Silver,,,TRUE
user_6,session_79039,30/05/24 02:08,add_to_cart,prod_49,,Desktop,Referral,15/10/23,1355,Beauty,FALSE,23.42,Organic,Credit Card,returning,test,Other,27,Hyderabad,Silver,,,FALSE
user_6,session_79039,30/05/24 02:58,checkout,prod_51,,Desktop,Referral,15/10/23,1355,Electronics,FALSE,23.42,Organic,UPI,returning,test,Other,27,Hyderabad,Silver,,,TRUE
user_6,session_79039,30/05/24 03:35,feature_used,feature_9,,Desktop,Referral,15/10/23,1355,,FALSE,23.42,Organic,UPI,returning,test,Other,27,Hyderabad,Silver,,,TRUE
user_6,session_79039,30/05/24 03:49,feature_reused,feature_9,,Desktop,Referral,15/10/23,1355,,FALSE,23.42,Organic,UPI,returning,test,Other,27,Hyderabad,Silver,,,TRUE
user_7,session_64633,09/11/23 00:00,login,,,Tablet,Organic,05/10/23,2218,,,15.81,Social,,high_value,test,Male,26,Delhi,Silver,,,
user_7,session_64633,09/11/23 00:28,home,prod_17,,Tablet,Organic,05/10/23,2218,Books,FALSE,15.81,Social,Net Banking,high_value,test,Male,26,Delhi,Silver,,,TRUE
user_7,session_64633,09/11/23 00:53,view_product,prod_22,,Tablet,Organic,05/10/23,2218,Electronics,TRUE,15.81,Social,UPI,high_value,test,Male,26,Delhi,Silver,,,TRUE
user_7,session_64633,09/11/23 00:56,add_to_cart,prod_85,,Tablet,Organic,05/10/23,2218,Home,FALSE,15.81,Social,Credit Card,high_value,test,Male,26,Delhi,Silver,,,FALSE
user_7,session_64633,09/11/23 01:39,feature_used,feature_4,,Tablet,Organic,05/10/23,2218,,FALSE,15.81,Social,Credit Card,high_value,test,Male,26,Delhi,Silver,,,FALSE
user_7,session_64633,09/11/23 02:20,feature_reused,feature_4,,Tablet,Organic,05/10/23,2218,,FALSE,15.81,Social,Credit Card,high_value,test,Male,26,Delhi,Silver,,,FALSE
user_8,session_95834,26/03/24 00:00,login,,,Desktop,Social,24/10/23,1070,,,34.74,Referral,,returning,control,Other,58,Mumbai,Silver,,,
user_8,session_95834,26/03/24 00:31,home,prod_61,,Desktop,Social,24/10/23,1070,Electronics,FALSE,34.74,Referral,,returning,control,Other,58,Mumbai,Silver,,,FALSE
user_8,session_95834,26/03/24 00:37,view_product,prod_89,,Desktop,Social,24/10/23,1070,Electronics,FALSE,34.74,Referral,Credit Card,returning,control,Other,58,Mumbai,Silver,,,FALSE
user_8,session_95834,26/03/24 01:00,add_to_cart,prod_98,,Desktop,Social,24/10/23,1070,Clothing,TRUE,34.74,Referral,Credit Card,returning,control,Other,58,Mumbai,Silver,,,TRUE
user_8,session_95834,26/03/24 01:54,checkout,prod_95,,Desktop,Social,24/10/23,1070,Home,FALSE,34.74,Referral,Net Banking,returning,control,Other,58,Mumbai,Silver,,,FALSE
user_8,session_95834,26/03/24 02:23,purchase,prod_46,123.52,Desktop,Social,24/10/23,1070,Clothing,TRUE,34.74,Referral,UPI,returning,control,Other,58,Mumbai,Silver,3.4,Good,TRUE
user_9,session_82714,19/10/24 00:00,login,,,Tablet,Email,15/12/23,1503,,,37.91,Paid,,returning,control,Female,21,Mumbai,Platinum,,,
user_9,session_82714,19/10/24 00:46,home,prod_15,,Tablet,Email,15/12/23,1503,Home,TRUE,37.91,Paid,Net Banking,returning,control,Female,21,Mumbai,Platinum,,,TRUE
user_9,session_82714,19/10/24 01:08,view_product,prod_6,,Tablet,Email,15/12/23,1503,Books,TRUE,37.91,Paid,Net Banking,returning,control,Female,21,Mumbai,Platinum,,,TRUE
user_9,session_82714,19/10/24 01:36,add_to_cart,prod_53,,Tablet,Email,15/12/23,1503,Clothing,FALSE,37.91,Paid,Credit Card,returning,control,Female,21,Mumbai,Platinum,,,TRUE
user_9,session_82714,19/10/24 02:28,checkout,prod_26,,Tablet,Email,15/12/23,1503,Beauty,TRUE,37.91,Paid,UPI,returning,control,Female,21,Mumbai,Platinum,,,TRUE
user_9,session_82714,19/10/24 02:56,feature_used,feature_8,,Tablet,Email,15/12/23,1503,,TRUE,37.91,Paid,UPI,returning,control,Female,21,Mumbai,Platinum,,,TRUE
user_9,session_82714,19/10/24 03:39,feature_reused,feature_8,,Tablet,Email,15/12/23,1503,,TRUE,37.91,Paid,UPI,returning,control,Female,21,Mumbai,Platinum,,,TRUE
user_10,session_93195,09/12/23 00:00,login,,,Tablet,Paid,07/10/23,2725,,,6.65,Paid,,new,test,Other,42,Mumbai,Gold,,,
user_10,session_93195,09/12/23 00:30,view_product,prod_90,,Tablet,Paid,07/10/23,2725,Home,FALSE,6.65,Paid,Credit Card,new,test,Other,42,Mumbai,Gold,,,TRUE
user_10,session_93195,09/12/23 01:23,checkout,prod_46,,Tablet,Paid,07/10/23,2725,Books,TRUE,6.65,Paid,,new,test,Other,42,Mumbai,Gold,,,FALSE
user_11,session_20327,22/01/24 00:00,login,,,Tablet,Social,02/06/23,867,,,34.98,Organic,,new,control,Female,58,Chennai,Gold,,,
user_11,session_20327,22/01/24 00:30,view_product,prod_23,,Tablet,Social,02/06/23,867,Books,FALSE,34.98,Organic,UPI,new,control,Female,58,Chennai,Gold,,,TRUE
user_11,session_20327,22/01/24 00:37,add_to_cart,prod_90,,Tablet,Social,02/06/23,867,Beauty,FALSE,34.98,Organic,Net Banking,new,control,Female,58,Chennai,Gold,,,FALSE
user_11,session_20327,22/01/24 00:59,checkout,prod_61,,Tablet,Social,02/06/23,867,Books,FALSE,34.98,Organic,,new,control,Female,58,Chennai,Gold,,,FALSE
user_11,session_20327,22/01/24 01:34,purchase,prod_60,985.35,Tablet,Social,02/06/23,867,Books,FALSE,34.98,Organic,UPI,new,control,Female,58,Chennai,Gold,2.1,,FALSE
user_11,session_20327,22/01/24 02:26,feature_used,feature_7,985.35,Tablet,Social,02/06/23,867,,FALSE,34.98,Organic,UPI,new,control,Female,58,Chennai,Gold,2.1,,FALSE
user_11,session_20327,22/01/24 02:40,feature_reused,feature_7,985.35,Tablet,Social,02/06/23,867,,FALSE,34.98,Organic,UPI,new,control,Female,58,Chennai,Gold,2.1,,FALSE
user_12,session_67783,14/01/24 00:00,login,,,Desktop,Social,10/08/23,1683,,,43.69,Referral,,returning,control,Male,54,Chennai,Platinum,,,
user_12,session_67783,14/01/24 00:23,view_product,prod_12,,Desktop,Social,10/08/23,1683,Clothing,TRUE,43.69,Referral,UPI,returning,control,Male,54,Chennai,Platinum,,,TRUE
user_12,session_67783,14/01/24 01:19,add_to_cart,prod_37,,Desktop,Social,10/08/23,1683,Electronics,TRUE,43.69,Referral,UPI,returning,control,Male,54,Chennai,Platinum,,,FALSE
user_12,session_67783,14/01/24 01:28,checkout,prod_3,,Desktop,Social,10/08/23,1683,Books,TRUE,43.69,Referral,Credit Card,returning,control,Male,54,Chennai,Platinum,,,TRUE
user_12,session_67783,14/01/24 02:04,purchase,prod_41,728.69,Desktop,Social,10/08/23,1683,Books,TRUE,43.69,Referral,UPI,returning,control,Male,54,Chennai,Platinum,1.8,Good,TRUE
user_13,session_40307,19/10/23 00:00,login,,,Desktop,Social,30/06/23,285,,,38.05,Paid,,new,test,Male,28,Bangalore,Silver,,,
user_13,session_40307,19/10/23 00:26,home,prod_84,,Desktop,Social,30/06/23,285,Home,FALSE,38.05,Paid,UPI,new,test,Male,28,Bangalore,Silver,,,TRUE
user_13,session_40307,19/10/23 00:56,view_product,prod_86,,Desktop,Social,30/06/23,285,Books,TRUE,38.05,Paid,UPI,new,test,Male,28,Bangalore,Silver,,,TRUE
user_13,session_40307,19/10/23 01:13,add_to_cart,prod_30,,Desktop,Social,30/06/23,285,Home,TRUE,38.05,Paid,,new,test,Male,28,Bangalore,Silver,,,TRUE
user_14,session_42093,27/09/23 00:00,login,,,Mobile,Social,01/04/23,2944,,,33.15,Paid,,returning,test,Other,20,Mumbai,Silver,,,
user_14,session_42093,27/09/23 00:15,home,prod_40,,Mobile,Social,01/04/23,2944,Books,FALSE,33.15,Paid,,returning,test,Other,20,Mumbai,Silver,,,FALSE
user_14,session_42093,27/09/23 00:51,view_product,prod_7,,Mobile,Social,01/04/23,2944,Books,FALSE,33.15,Paid,UPI,returning,test,Other,20,Mumbai,Silver,,,FALSE
user_14,session_42093,27/09/23 01:46,add_to_cart,prod_42,,Mobile,Social,01/04/23,2944,Home,TRUE,33.15,Paid,Credit Card,returning,test,Other,20,Mumbai,Silver,,,FALSE
user_14,session_42093,27/09/23 02:38,checkout,prod_18,,Mobile,Social,01/04/23,2944,Electronics,FALSE,33.15,Paid,UPI,returning,test,Other,20,Mumbai,Silver,,,TRUE
user_14,session_42093,27/09/23 03:19,purchase,prod_71,818.33,Mobile,Social,01/04/23,2944,Beauty,TRUE,33.15,Paid,Credit Card,returning,test,Other,20,Mumbai,Silver,3.9,Average,FALSE
user_15,session_68195,05/08/24 00:00,login,,,Tablet,Paid,07/12/23,2231,,,11.58,Organic,,returning,test,Female,33,Mumbai,Platinum,,,
user_15,session_68195,05/08/24 00:13,home,prod_50,,Tablet,Paid,07/12/23,2231,Books,FALSE,11.58,Organic,Credit Card,returning,test,Female,33,Mumbai,Platinum,,,FALSE
user_15,session_68195,05/08/24 01:08,view_product,prod_33,,Tablet,Paid,07/12/23,2231,Home,FALSE,11.58,Organic,Credit Card,returning,test,Female,33,Mumbai,Platinum,,,FALSE
user_15,session_68195,05/08/24 01:21,add_to_cart,prod_59,,Tablet,Paid,07/12/23,2231,Beauty,FALSE,11.58,Organic,,returning,test,Female,33,Mumbai,Platinum,,,TRUE
user_15,session_68195,05/08/24 02:06,checkout,prod_14,,Tablet,Paid,07/12/23,2231,Books,TRUE,11.58,Organic,Net Banking,returning,test,Female,33,Mumbai,Platinum,,,FALSE
user_15,session_68195,05/08/24 02:53,purchase,prod_100,336.01,Tablet,Paid,07/12/23,2231,Clothing,TRUE,11.58,Organic,Net Banking,returning,test,Female,33,Mumbai,Platinum,1.6,Average,TRUE
user_15,session_68195,05/08/24 03:39,feature_used,feature_3,336.01,Tablet,Paid,07/12/23,2231,,TRUE,11.58,Organic,Net Banking,returning,test,Female,33,Mumbai,Platinum,1.6,Average,TRUE
user_16,session_74771,20/01/24 00:00,login,,,Desktop,Organic,29/07/23,2709,,,9.37,Organic,,returning,test,Male,20,Bangalore,Silver,,,
user_16,session_74771,20/01/24 00:58,home,prod_74,,Desktop,Organic,29/07/23,2709,Electronics,TRUE,9.37,Organic,Credit Card,returning,test,Male,20,Bangalore,Silver,,,FALSE
user_16,session_74771,20/01/24 01:38,view_product,prod_77,,Desktop,Organic,29/07/23,2709,Home,TRUE,9.37,Organic,UPI,returning,test,Male,20,Bangalore,Silver,,,TRUE
user_16,session_74771,20/01/24 02:11,feature_used,feature_2,,Desktop,Organic,29/07/23,2709,,TRUE,9.37,Organic,UPI,returning,test,Male,20,Bangalore,Silver,,,TRUE
user_16,session_74771,20/01/24 02:37,feature_reused,feature_2,,Desktop,Organic,29/07/23,2709,,TRUE,9.37,Organic,UPI,returning,test,Male,20,Bangalore,Silver,,,TRUE
user_17,session_59826,28/07/24 00:00,login,,,Desktop,Organic,06/10/23,596,,,49.52,Referral,,returning,test,Female,40,Delhi,Platinum,,,
user_17,session_59826,28/07/24 00:18,view_product,prod_43,,Desktop,Organic,06/10/23,596,Electronics,TRUE,49.52,Referral,UPI,returning,test,Female,40,Delhi,Platinum,,,TRUE
user_17,session_59826,28/07/24 00:48,add_to_cart,prod_24,,Desktop,Organic,06/10/23,596,Clothing,FALSE,49.52,Referral,Credit Card,returning,test,Female,40,Delhi,Platinum,,,TRUE
user_17,session_59826,28/07/24 01:24,checkout,prod_94,,Desktop,Organic,06/10/23,596,Home,TRUE,49.52,Referral,,returning,test,Female,40,Delhi,Platinum,,,TRUE
user_18,session_96130,25/04/23 00:00,login,,,Mobile,Email,16/02/23,560,,,0.21,Organic,,high_value,test,Male,56,Bangalore,Silver,,,
user_18,session_96130,25/04/23 00:12,view_product,prod_23,,Mobile,Email,16/02/23,560,Clothing,FALSE,0.21,Organic,UPI,high_value,test,Male,56,Bangalore,Silver,,,TRUE
user_18,session_96130,25/04/23 00:29,add_to_cart,prod_95,,Mobile,Email,16/02/23,560,Electronics,FALSE,0.21,Organic,Credit Card,high_value,test,Male,56,Bangalore,Silver,,,FALSE
user_18,session_96130,25/04/23 01:27,purchase,prod_32,930.45,Mobile,Email,16/02/23,560,Clothing,TRUE,0.21,Organic,UPI,high_value,test,Male,56,Bangalore,Silver,3,Good,TRUE
user_18,session_96130,25/04/23 01:33,feature_used,feature_6,930.45,Mobile,Email,16/02/23,560,,TRUE,0.21,Organic,UPI,high_value,test,Male,56,Bangalore,Silver,3,Good,TRUE
user_18,session_96130,25/04/23 02:17,feature_reused,feature_6,930.45,Mobile,Email,16/02/23,560,,TRUE,0.21,Organic,UPI,high_value,test,Male,56,Bangalore,Silver,3,Good,TRUE
user_19,session_26332,25/02/24 00:00,login,,,Mobile,Paid,07/10/23,2485,,,14.33,Social,,high_value,control,Other,32,Hyderabad,Silver,,,
user_19,session_26332,25/02/24 01:00,home,prod_70,,Mobile,Paid,07/10/23,2485,Clothing,TRUE,14.33,Social,Credit Card,high_value,control,Other,32,Hyderabad,Silver,,,TRUE
user_19,session_26332,25/02/24 01:49,view_product,prod_8,,Mobile,Paid,07/10/23,2485,Beauty,FALSE,14.33,Social,Credit Card,high_value,control,Other,32,Hyderabad,Silver,,,FALSE
user_19,session_26332,25/02/24 02:36,checkout,prod_27,,Mobile,Paid,07/10/23,2485,Electronics,FALSE,14.33,Social,UPI,high_value,control,Other,32,Hyderabad,Silver,,,TRUE
user_19,session_26332,25/02/24 03:29,feature_used,feature_6,,Mobile,Paid,07/10/23,2485,,FALSE,14.33,Social,UPI,high_value,control,Other,32,Hyderabad,Silver,,,TRUE
user_19,session_26332,25/02/24 04:26,feature_reused,feature_6,,Mobile,Paid,07/10/23,2485,,FALSE,14.33,Social,UPI,high_value,control,Other,32,Hyderabad,Silver,,,TRUE
user_20,session_99867,02/01/24 00:00,login,,,Desktop,Paid,13/08/23,615,,,37.21,Referral,,high_value,control,Male,60,Bangalore,Platinum,,,
user_20,session_99867,02/01/24 00:05,view_product,prod_18,,Desktop,Paid,13/08/23,615,Electronics,TRUE,37.21,Referral,,high_value,control,Male,60,Bangalore,Platinum,,,FALSE
user_20,session_99867,02/01/24 00:26,add_to_cart,prod_76,,Desktop,Paid,13/08/23,615,Books,FALSE,37.21,Referral,UPI,high_value,control,Male,60,Bangalore,Platinum,,,FALSE
user_20,session_99867,02/01/24 00:38,checkout,prod_92,,Desktop,Paid,13/08/23,615,Beauty,TRUE,37.21,Referral,,high_value,control,Male,60,Bangalore,Platinum,,,FALSE
user_21,session_18690,30/09/23 00:00,login,,,Mobile,Referral,24/06/23,674,,,30.18,Referral,,high_value,test,Female,52,Delhi,Platinum,,,
user_21,session_18690,30/09/23 00:14,home,prod_91,,Mobile,Referral,24/06/23,674,Beauty,FALSE,30.18,Referral,Net Banking,high_value,test,Female,52,Delhi,Platinum,,,FALSE
user_21,session_18690,30/09/23 00:45,view_product,prod_13,,Mobile,Referral,24/06/23,674,Beauty,FALSE,30.18,Referral,Net Banking,high_value,test,Female,52,Delhi,Platinum,,,FALSE
user_21,session_18690,30/09/23 01:38,add_to_cart,prod_56,,Mobile,Referral,24/06/23,674,Books,TRUE,30.18,Referral,Net Banking,high_value,test,Female,52,Delhi,Platinum,,,TRUE
user_21,session_18690,30/09/23 02:30,checkout,prod_34,,Mobile,Referral,24/06/23,674,Beauty,TRUE,30.18,Referral,UPI,high_value,test,Female,52,Delhi,Platinum,,,TRUE
user_21,session_18690,30/09/23 02:55,feature_used,feature_3,,Mobile,Referral,24/06/23,674,,TRUE,30.18,Referral,UPI,high_value,test,Female,52,Delhi,Platinum,,,TRUE
user_21,session_18690,30/09/23 03:23,feature_reused,feature_3,,Mobile,Referral,24/06/23,674,,TRUE,30.18,Referral,UPI,high_value,test,Female,52,Delhi,Platinum,,,TRUE
user_22,session_13803,09/07/23 00:00,login,,,Mobile,Paid,20/05/23,842,,,39.97,Social,,returning,test,Female,28,Hyderabad,Platinum,,,
user_22,session_13803,09/07/23 00:56,home,prod_77,,Mobile,Paid,20/05/23,842,Home,FALSE,39.97,Social,Net Banking,returning,test,Female,28,Hyderabad,Platinum,,,FALSE
user_22,session_13803,09/07/23 01:50,view_product,prod_60,,Mobile,Paid,20/05/23,842,Beauty,FALSE,39.97,Social,UPI,returning,test,Female,28,Hyderabad,Platinum,,,FALSE
user_22,session_13803,09/07/23 02:38,add_to_cart,prod_46,,Mobile,Paid,20/05/23,842,Clothing,FALSE,39.97,Social,UPI,returning,test,Female,28,Hyderabad,Platinum,,,FALSE
user_22,session_13803,09/07/23 03:18,checkout,prod_50,,Mobile,Paid,20/05/23,842,Beauty,TRUE,39.97,Social,UPI,returning,test,Female,28,Hyderabad,Platinum,,,FALSE
user_22,session_13803,09/07/23 03:56,feature_used,feature_4,,Mobile,Paid,20/05/23,842,,TRUE,39.97,Social,UPI,returning,test,Female,28,Hyderabad,Platinum,,,FALSE
user_22,session_13803,09/07/23 04:22,feature_reused,feature_4,,Mobile,Paid,20/05/23,842,,TRUE,39.97,Social,UPI,returning,test,Female,28,Hyderabad,Platinum,,,FALSE
user_23,session_87931,08/11/23 00:00,login,,,Tablet,Email,26/07/23,269,,,9.72,Paid,,high_value,control,Female,28,Chennai,Gold,,,
user_23,session_87931,08/11/23 00:16,home,prod_20,,Tablet,Email,26/07/23,269,Home,FALSE,9.72,Paid,UPI,high_value,control,Female,28,Chennai,Gold,,,TRUE
user_23,session_87931,08/11/23 00:46,view_product,prod_40,,Tablet,Email,26/07/23,269,Electronics,FALSE,9.72,Paid,UPI,high_value,control,Female,28,Chennai,Gold,,,FALSE
user_23,session_87931,08/11/23 01:32,purchase,prod_28,627.09,Tablet,Email,26/07/23,269,Beauty,TRUE,9.72,Paid,,high_value,control,Female,28,Chennai,Gold,2.6,,FALSE
user_23,session_87931,08/11/23 01:53,feature_used,feature_2,627.09,Tablet,Email,26/07/23,269,,TRUE,9.72,Paid,,high_value,control,Female,28,Chennai,Gold,2.6,,FALSE
user_23,session_87931,08/11/23 02:38,feature_reused,feature_2,627.09,Tablet,Email,26/07/23,269,,TRUE,9.72,Paid,,high_value,control,Female,28,Chennai,Gold,2.6,,FALSE
user_24,session_15545,13/09/23 00:00,login,,,Desktop,Social,21/08/23,1379,,,45.99,Email,,high_value,test,Other,59,Delhi,Platinum,,,
user_24,session_15545,13/09/23 00:17,home,prod_37,,Desktop,Social,21/08/23,1379,Home,TRUE,45.99,Email,Net Banking,high_value,test,Other,59,Delhi,Platinum,,,TRUE
user_24,session_15545,13/09/23 01:04,view_product,prod_30,,Desktop,Social,21/08/23,1379,Beauty,FALSE,45.99,Email,Net Banking,high_value,test,Other,59,Delhi,Platinum,,,FALSE
user_24,session_15545,13/09/23 01:07,add_to_cart,prod_6,,Desktop,Social,21/08/23,1379,Books,TRUE,45.99,Email,,high_value,test,Other,59,Delhi,Platinum,,,TRUE
user_25,session_24428,28/08/23 00:00,login,,,Mobile,Referral,29/03/23,1991,,,17.3,Organic,,high_value,test,Male,27,Hyderabad,Platinum,,,
user_25,session_24428,28/08/23 00:48,home,prod_80,,Mobile,Referral,29/03/23,1991,Electronics,FALSE,17.3,Organic,UPI,high_value,test,Male,27,Hyderabad,Platinum,,,FALSE
user_25,session_24428,28/08/23 01:26,view_product,prod_87,,Mobile,Referral,29/03/23,1991,Electronics,TRUE,17.3,Organic,Net Banking,high_value,test,Male,27,Hyderabad,Platinum,,,FALSE
user_25,session_24428,28/08/23 01:47,add_to_cart,prod_48,,Mobile,Referral,29/03/23,1991,Electronics,TRUE,17.3,Organic,Net Banking,high_value,test,Male,27,Hyderabad,Platinum,,,FALSE
user_25,session_24428,28/08/23 02:18,feature_used,feature_10,,Mobile,Referral,29/03/23,1991,,TRUE,17.3,Organic,Net Banking,high_value,test,Male,27,Hyderabad,Platinum,,,FALSE
user_25,session_24428,28/08/23 02:26,feature_reused,feature_10,,Mobile,Referral,29/03/23,1991,,TRUE,17.3,Organic,Net Banking,high_value,test,Male,27,Hyderabad,Platinum,,,FALSE
user_26,session_50046,22/12/23 00:00,login,,,Tablet,Paid,30/11/23,731,,,20.39,Social,,high_value,test,Female,30,Bangalore,Silver,,,
user_26,session_50046,22/12/23 00:41,home,prod_47,,Tablet,Paid,30/11/23,731,Electronics,TRUE,20.39,Social,Net Banking,high_value,test,Female,30,Bangalore,Silver,,,TRUE
user_26,session_50046,22/12/23 00:49,view_product,prod_92,,Tablet,Paid,30/11/23,731,Books,FALSE,20.39,Social,Credit Card,high_value,test,Female,30,Bangalore,Silver,,,FALSE
user_26,session_50046,22/12/23 01:24,checkout,prod_22,,Tablet,Paid,30/11/23,731,Clothing,FALSE,20.39,Social,Net Banking,high_value,test,Female,30,Bangalore,Silver,,,TRUE
user_27,session_91164,18/04/24 00:00,login,,,Desktop,Paid,01/01/24,2221,,,14.81,Referral,,new,test,Male,58,Bangalore,Gold,,,
user_27,session_91164,18/04/24 00:53,home,prod_65,,Desktop,Paid,01/01/24,2221,Clothing,FALSE,14.81,Referral,,new,test,Male,58,Bangalore,Gold,,,FALSE
user_27,session_91164,18/04/24 01:08,view_product,prod_22,,Desktop,Paid,01/01/24,2221,Clothing,TRUE,14.81,Referral,Net Banking,new,test,Male,58,Bangalore,Gold,,,TRUE
user_27,session_91164,18/04/24 01:28,purchase,prod_83,825.74,Desktop,Paid,01/01/24,2221,Books,FALSE,14.81,Referral,UPI,new,test,Male,58,Bangalore,Gold,1.4,Average,TRUE
user_28,session_36817,21/05/24 00:00,login,,,Tablet,Social,07/11/23,2624,,,27.47,Paid,,returning,test,Other,19,Hyderabad,Gold,,,
